,Compound,Date,Negative,Neutral,Positive,Tweets Ago,User,text
261,-0.3818,Sun Oct 21 09:00:01 +0000 2018,0.833,0.167,0.0,1,@CNN,"This robot can open doors, dash up stairs, and jump over obstacles https://t.co/ll3eQVlSuH https://t.co/zUk0Ifc3pe"
262,-0.4404,Sun Oct 21 08:30:03 +0000 2018,0.804,0.196,0.0,1,@CNN,"Gwinnett County, located northeast of Atlanta, is facing two federal lawsuits and accusations from voting rights ac… https://t.co/U1VY2984sa"
263,-0.4215,Sun Oct 21 08:30:00 +0000 2018,0.851,0.149,0.0,1,@CNN,Electric scooters have overtaken the streets in several international cities. Now lawmakers are struggling to regul… https://t.co/67T8PHgTH7
264,0.4939,Sun Oct 21 08:00:04 +0000 2018,0.802,0.0,0.198,1,@CNN,The US intelligence community and Silicon Valley may have upped their efforts to prevent interference in November m… https://t.co/ShLDO2HHWQ
265,0.0,Sun Oct 21 08:00:00 +0000 2018,1.0,0.0,0.0,1,@CNN,"The Duke and Duchess of Sussex are expecting their first child, due to be born in spring 2019… https://t.co/1oXklkZy4s"
266,0.4019,Sun Oct 21 07:30:06 +0000 2018,0.844,0.0,0.156,1,@CNN,"Recreational marijuana is now legal in Canada:
- Adults will be allowed to carry and share up to 30 grams of legal… https://t.co/KbVh07UWLk"
267,-0.3182,Sun Oct 21 07:00:13 +0000 2018,0.698,0.205,0.098,1,@CNN,"""There is no God. No one directs the universe,"" physicist Stephen Hawking says in his final book. https://t.co/bNe6UfK1sd"
268,0.0,Sun Oct 21 06:30:07 +0000 2018,1.0,0.0,0.0,1,@CNN,"For the first time, a woman is leading the largest command in the US Army https://t.co/MdoaGSEoUZ https://t.co/3Z4PIJiEFO"
269,0.0,Sun Oct 21 06:00:16 +0000 2018,1.0,0.0,0.0,1,@CNN,The #RoyalBaby is expected in spring of 2019 https://t.co/Pr5v8GaPoC
270,0.0,Sun Oct 21 05:30:10 +0000 2018,1.0,0.0,0.0,1,@CNN,"Prince Harry and Meghan's #RoyalBaby will be seventh in line to the British throne, after Charles, William, George,… https://t.co/qOTUuEv9Hk"
271,0.2023,Sun Oct 21 05:00:13 +0000 2018,0.762,0.076,0.162,1,@CNN,"Global warming will lead to substantial decreases in barley crop yields, causing beer shortages and a sharp rise in… https://t.co/nh8xNbilXm"
272,-0.3182,Sun Oct 21 04:30:07 +0000 2018,0.698,0.205,0.098,1,@CNN,"""There is no God. No one directs the universe,"" physicist Stephen Hawking says in his final book.… https://t.co/tGP4qEqeYo"
273,0.0,Sun Oct 21 04:00:16 +0000 2018,1.0,0.0,0.0,1,@CNN,"You need to make $80,560 a year to afford a studio apartment in San Francisco https://t.co/iIGyh4LeHp"
274,0.4404,Sun Oct 21 03:52:41 +0000 2018,0.879,0.0,0.121,1,@CNN,It will be the Dodgers vs. the Red Sox in the World Series. Los Angeles clinched the National League championship S… https://t.co/O7opXIyamU
275,0.0,Sun Oct 21 03:30:12 +0000 2018,1.0,0.0,0.0,1,@CNN,"Meghan, Duchess of Sussex, and Prince Harry are expecting their first child https://t.co/OW2EhUM1ns https://t.co/nhOHmb43Cd"
276,0.0,Sun Oct 21 03:00:16 +0000 2018,1.0,0.0,0.0,1,@CNN,"Sears, the once-dominant retail chain that changed how Americans shopped and lived, has filed for bankruptcy… https://t.co/guvfrmKInM"
277,-0.296,Sun Oct 21 02:30:56 +0000 2018,0.901,0.099,0.0,1,@CNN,"This Kentucky mother expected answers after her son, who has autism, came home from school covered in cuts and brui… https://t.co/nqOW5yQSJS"
278,-0.0516,Sun Oct 21 02:00:09 +0000 2018,0.762,0.124,0.114,1,@CNN,"President Trump has raised more than $100 million for a 2020 re-election battle, giving him a massive financial adv… https://t.co/AF9GZoGfDn"
279,0.0,Sun Oct 21 01:30:10 +0000 2018,1.0,0.0,0.0,1,@CNN,"Harry and Meghan, the Duke and Duchess of Sussex, are expecting their first child. The baby boy or girl will not on… https://t.co/0c8KLX0aIa"
280,0.0,Sun Oct 21 01:00:16 +0000 2018,1.0,0.0,0.0,1,@CNN,"For the first time, a woman is leading the largest command in the US Army https://t.co/MvooM1a3qt https://t.co/uTFbUl3TzF"
281,0.4767,Sun Oct 21 00:30:11 +0000 2018,0.78,0.0,0.22,1,@CNN,These are the winners for Wildlife Photographer of the Year https://t.co/ylCKEjiPsY https://t.co/RyXBtld3cs
282,0.2023,Sun Oct 21 00:00:13 +0000 2018,0.762,0.076,0.162,1,@CNN,"Global warming will lead to substantial decreases in barley crop yields, causing beer shortages and a sharp rise in… https://t.co/knVWlTtrgA"
283,0.0,Sat Oct 20 23:45:00 +0000 2018,1.0,0.0,0.0,1,@CNN,Valerie Jarrett on 'The Conners' reboot: 'This really isn't about me' https://t.co/U4tToAdYfJ https://t.co/GvR24mFj0o
284,-0.3182,Sat Oct 20 23:30:09 +0000 2018,0.698,0.205,0.098,1,@CNN,"""There is no God. No one directs the universe,"" physicist Stephen Hawking says in his final book. https://t.co/RFYbFyxiyg"
285,0.5719,Sat Oct 20 23:30:00 +0000 2018,0.837,0.0,0.163,1,@CNN,"If Eddie Edwards wins his midterm race, he'll be the first African-American ever to represent New Hampshire in Cong… https://t.co/YDEMPUDVFm"
286,0.0,Sat Oct 20 23:00:13 +0000 2018,1.0,0.0,0.0,1,@CNN,"Sears, the once-dominant retail chain that changed how Americans shopped and lived, has filed for bankruptcy… https://t.co/JaawAe6A7R"
287,0.6369,Sat Oct 20 22:45:00 +0000 2018,0.811,0.0,0.189,1,@CNN,"Love the environment and sports cars? Engineers have taken a Corvette and made it into a 220 mph, manual transmissi… https://t.co/xeGdnXqjUp"
288,0.0,Sat Oct 20 22:30:09 +0000 2018,1.0,0.0,0.0,1,@CNN,"For the first time, a woman is leading the largest command in the US Army https://t.co/jQz91xPHSL https://t.co/YPoCDD1N3m"
289,0.1027,Sat Oct 20 22:15:00 +0000 2018,0.826,0.078,0.096,1,@CNN,Watch out Bruno Mars — this robot can seriously dance. Boston Dynamics has released footage of its robotic dog Spot… https://t.co/l41tmENdwW
290,0.0,Sat Oct 20 22:00:15 +0000 2018,1.0,0.0,0.0,1,@CNN,Who will be Florida’s next governor? See Republican @RonDeSantisFL and Democrat @AndrewGillum face off in a live CN… https://t.co/GKSPPKOOoK
291,0.0772,Sat Oct 20 21:53:11 +0000 2018,0.929,0.0,0.071,1,@CNN,President Trump announced that the US is pulling out of the landmark Intermediate-Range Nuclear Forces Treaty with… https://t.co/YC63LrqrBC
292,0.4215,Sat Oct 20 21:50:00 +0000 2018,0.877,0.0,0.123,1,@CNN,Welch's Grape Juice sales were down. Then they saw a new marketing opportunity: men in their 40s. These ads are the… https://t.co/IzodGjTgsn
293,0.25,Sat Oct 20 21:40:00 +0000 2018,0.857,0.0,0.143,1,@CNN,This luxury resort in northern Laos is a design fan's dream stay https://t.co/dDAZTl43gh https://t.co/WlxS93wNkY
294,-0.5994,Sat Oct 20 21:35:08 +0000 2018,0.813,0.187,0.0,1,@CNN,The Washington Post says Saudi Arabia's announcement about the death of contributing columnist Jamal Khashoggi is n… https://t.co/VRGhftg8x1
295,0.0,Sat Oct 20 21:30:09 +0000 2018,1.0,0.0,0.0,1,@CNN,The media shows a country split in half. This study says that's not the case. https://t.co/eZRN5mz0XP https://t.co/oyoodrf4nX
296,0.0,Sat Oct 20 21:20:05 +0000 2018,1.0,0.0,0.0,1,@CNN,A hack was detected earlier this month in a government computer system that works alongside https://t.co/rWpoE94H8N… https://t.co/4pIVpkwxlt
297,0.0,Sat Oct 20 21:15:10 +0000 2018,1.0,0.0,0.0,1,@CNN,Kristin Chenoweth is bringing some Broadway flair to Christmas this year. The Emmy and Tony award-winning actress a… https://t.co/xHUvCat3A3
298,0.1027,Sat Oct 20 21:10:06 +0000 2018,0.924,0.0,0.076,1,@CNN,"The fiancee of journalist Jamal Khashoggi has published a final message to him, after Saudi authorities admitted he… https://t.co/PHSv7brz6c"
299,0.0,Sat Oct 20 21:06:48 +0000 2018,1.0,0.0,0.0,1,@CNN,Biden takes swipe at Trump in Nevada: 'It's all about Donald' https://t.co/xbMa2ohgwH https://t.co/rM0aJxUdsa
300,-0.8188,Sun Oct 21 23:22:00 +0000 2018,0.633,0.367,0.0,1,@FoxNews,".@newtgingrich on Khashoggi's death: ""This hurts the Saudis to lie this stupidly."" #FNS https://t.co/GnWpOLFx5L https://t.co/6bRdB6k80j"
301,0.2023,Sun Oct 21 23:15:00 +0000 2018,0.763,0.102,0.136,1,@FoxNews,".@RandPaul: ""I think it's a big, big mistake to flippantly get out of this historic agreement that Reagan and Gorba… https://t.co/1aM8ZsJ3IU"
302,-0.0772,Sun Oct 21 23:10:00 +0000 2018,0.939,0.061,0.0,1,@FoxNews,".@RandPaul: ""I think we really need to discontinue our arms sales to Saudi Arabia and have a long and serious discu… https://t.co/kj6yc4YUPc"
303,-0.7845,Sun Oct 21 23:05:00 +0000 2018,0.723,0.277,0.0,1,@FoxNews,".@RandPaul: ""There's no way 15 people were sent from Saudi Arabia to Turkey to kill a dissident without the approva… https://t.co/QJFxFFeFhJ"
304,0.0,Sun Oct 21 23:02:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Michael Goodwin: Count on Hillary to run in 2020. (via @FoxNewsOpinion) https://t.co/BWVTToBPFJ
305,-0.6705,Sun Oct 21 22:52:53 +0000 2018,0.732,0.268,0.0,1,@FoxNews,"Saudi Foreign Minister @AdelAljubeir's message to the Khashoggi family: ""This is a terrible mistake. This is a terr… https://t.co/a7jYdekiwI"
306,-0.34,Sun Oct 21 22:46:47 +0000 2018,0.862,0.138,0.0,1,@FoxNews,"Saudi Foreign Minister @AdelAljubeir: ""There obviously was a tremendous mistake made and what compounded the mistak… https://t.co/dgNdDw6Gjy"
307,-0.4588,Sun Oct 21 22:42:14 +0000 2018,0.714,0.185,0.101,1,@FoxNews,"Saudi Foreign Minister @AdelAljubeir on killing of Jamal Khashoggi: ""We are determined to uncover every stone, we a… https://t.co/n8fPC1pToC"
308,-0.296,Sun Oct 21 22:39:57 +0000 2018,0.855,0.145,0.0,1,@FoxNews,Possible new clues in the search for a missing Wisconsin teen. @MattFinnFNC reports. https://t.co/EP3q9ylPkE https://t.co/jRgx6BjjyL
309,0.0946,Sun Oct 21 22:38:00 +0000 2018,0.698,0.121,0.181,1,@FoxNews,"TONIGHT: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest Dr. Patrick Michaels - Tune in a… https://t.co/sxFvCCiejh"
310,-0.7923,Sun Oct 21 22:33:26 +0000 2018,0.719,0.281,0.0,1,@FoxNews,"At least 22 are dead and almost 200 more injured after one of Taiwan's new, faster commuter trains derailed.… https://t.co/fkidnGSrKf"
311,-0.8957,Sun Oct 21 22:24:20 +0000 2018,0.393,0.607,0.0,1,@FoxNews,"Pennsylvania convicted murderer is suspected serial killer, police say. https://t.co/TVC0EOa3te"
312,0.5267,Sun Oct 21 22:12:00 +0000 2018,0.657,0.109,0.234,1,@FoxNews,"""The United States Supreme Court as an institution is now going to be attacked by the left as a political operation… https://t.co/92IazgOslD"
313,0.0,Sun Oct 21 22:09:49 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Migrants resume their march towards the U.S. after arriving at the Mexico-Guatemala border. William La Jeunesse rep… https://t.co/Y0JOOQE4DQ
314,0.0,Sun Oct 21 22:03:27 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"Paula Abdul falls off stage during live performance.
https://t.co/yqCrpZZhFT"
315,-0.9118,Sun Oct 21 21:46:00 +0000 2018,0.408,0.592,0.0,1,@FoxNews,Ohio student’s essay about being raped sends attacker to prison. https://t.co/TLv2cZ18Ib
316,0.0,Sun Oct 21 21:38:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"Jacksonville shooting near Jaguars game wounds 6, 3 critically, police say. https://t.co/zVgFpbDqAY"
317,0.0,Sun Oct 21 21:30:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"NYPD pulls 3,000 body cams off street after one exploded. https://t.co/o7h3PE7G5w"
318,0.5423,Sun Oct 21 21:21:14 +0000 2018,0.513,0.128,0.359,1,@FoxNews,"‘Gilligan’s Island’ star Dawn Wells accepts GoFundMe donations to help with financial struggles.
https://t.co/gGQXjKfppU"
319,0.0,Sun Oct 21 21:07:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Former ICE Acting Director Thomas Homan discussed @POTUS' response to the migrant caravan headed for the U.S. borde… https://t.co/d6pPRQYYbc
320,-0.9118,Sun Oct 21 21:00:46 +0000 2018,0.408,0.592,0.0,1,@FoxNews,Ohio student’s essay about being raped sends attacker to prison https://t.co/699oq666pH
321,0.0,Sun Oct 21 20:56:22 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Pete Davidson breaks silence on Ariana Grande split at Swing Left show https://t.co/BCKnc00mNK
322,-0.6908,Sun Oct 21 20:48:09 +0000 2018,0.642,0.358,0.0,1,@FoxNews,"Seattle gun storage law 'eminently reasonable,' judge says in tossing NRA, gun group's lawsuit https://t.co/nKbiQcxVfY"
323,0.0,Sun Oct 21 20:45:36 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"#Trump administration mulls rollback of Obama-era transgender protections, report says https://t.co/6NAJoq5U05"
324,0.2023,Sun Oct 21 20:44:03 +0000 2018,0.859,0.0,0.141,1,@FoxNews,"Peter Brookes on Saudi Arabia: ""This is an important partnership."" https://t.co/hmWlwQNSt2 https://t.co/kuArVwstp4"
325,-0.5994,Sun Oct 21 20:39:25 +0000 2018,0.794,0.206,0.0,1,@FoxNews,"Lawmakers on both sides of aisle say accounts of Jamal Khashoggi's death ""not credible"" https://t.co/CC8svM0iAb https://t.co/KVgNma9GTe"
326,-0.1531,Sun Oct 21 20:31:14 +0000 2018,0.714,0.157,0.129,1,@FoxNews,"Jim Antle: ""The Democrats, being the party out of power, have been angry, they've been excited."" https://t.co/bEOfNI5vwU"
327,-0.6597,Sun Oct 21 20:23:58 +0000 2018,0.732,0.268,0.0,1,@FoxNews,Mnuchin defends upcoming trip to Saudi Arabia in wake of Khashoggi killing https://t.co/2WRPL8oxyo
328,0.0,Sun Oct 21 20:20:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"Turning Point USA founder @charliekirk11 said Sunday on @foxandfriends that the left is resorting to ""mob tactics""… https://t.co/0d4EJ9WbUs"
329,0.0,Sun Oct 21 20:18:45 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"President @realDonaldTrump stumps in Nevada, slams Democrats https://t.co/px1u7hlSat https://t.co/UBWh0vUmlL"
330,-0.5574,Sun Oct 21 20:15:29 +0000 2018,0.783,0.217,0.0,1,@FoxNews,Trump on migrant caravan: 'Onslaught of illegal aliens' represents 'disgrace' to the Dems https://t.co/UWT3F7pVY2
331,0.0,Sun Oct 21 20:11:33 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"Caravan of migrants swells to about 5,000 as it crosses the Mexico-Guatemala border https://t.co/lJ7Rodrd4l https://t.co/aUGIHb7pCz"
332,-0.3612,Sun Oct 21 20:05:00 +0000 2018,0.884,0.116,0.0,1,@FoxNews,"Lightning strikes ground on the outskirts of the village of Campillos, Spain, where heavy rain and floods caused mu… https://t.co/bMD58It36F"
333,-0.0258,Sun Oct 21 19:58:22 +0000 2018,0.663,0.144,0.193,1,@FoxNews,OPINION: Here’s why @HillaryClinton losing her security clearance matters for the rest of us. https://t.co/x3xuc1JHR7
334,-0.1027,Sun Oct 21 19:53:00 +0000 2018,0.909,0.091,0.0,1,@FoxNews,TSA orders travelers to pay $1.4 in civil penalties for bringing guns to airports. https://t.co/7xvKTVDyZm
335,-0.716,Sun Oct 21 19:45:00 +0000 2018,0.668,0.332,0.0,1,@FoxNews,.@SenatorDurbin says Republicans can't win on issues so they resort to personal attacks. https://t.co/VcZLZaG6N5
336,0.3818,Sun Oct 21 19:34:03 +0000 2018,0.843,0.0,0.157,1,@FoxNews,Sen. @tedcruz on his relationship with @POTUS: Working together on 'delivering on our promises' https://t.co/SdLubgLkAO
337,-0.5423,Sun Oct 21 19:25:28 +0000 2018,0.72,0.28,0.0,1,@FoxNews,Indianapolis Zoo lioness kills father of her three cubs. https://t.co/vCLEf71xk9
338,-0.5267,Sun Oct 21 19:13:24 +0000 2018,0.779,0.221,0.0,1,@FoxNews,Democratic Socialist Ocasio-Cortez compares climate change to 'existential threat' of Nazi Germany. https://t.co/iDYR0sW0qK
339,0.0,Sun Oct 21 18:59:15 +0000 2018,1.0,0.0,0.0,1,@FoxNews,".@RepMcSally: ""This border still needs to be secured."" #FNS https://t.co/3A9oSU3lQz"
340,0.5267,Sun Oct 21 18:54:12 +0000 2018,0.805,0.0,0.195,1,@FoxNews,".@RepMcSally: ""I am passionate about protecting people with pre-existing conditions and forcing insurance companies… https://t.co/pVeQIM7tPW"
341,0.0,Sun Oct 21 18:42:58 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Catholic leaders enter final week of debate on how to receive LGBT churchgoers. https://t.co/DdZPBE1m65
342,-0.8188,Sun Oct 21 18:28:39 +0000 2018,0.633,0.367,0.0,1,@FoxNews,".@newtgingrich on Khashoggi's death: ""This hurts the Saudis to lie this stupidly."" #FNS https://t.co/GnWpOLnWed https://t.co/jFdmXJxm06"
343,0.128,Sun Oct 21 18:26:23 +0000 2018,0.591,0.167,0.241,1,@FoxNews,"'Thank God': Homan Says Trump Is a 'Bulldog', Applauds Threat of Military at Southern Border https://t.co/Sz2F2TFDVW"
344,0.2023,Sun Oct 21 18:21:50 +0000 2018,0.763,0.102,0.136,1,@FoxNews,".@RandPaul: ""I think it's a big, big mistake to flippantly get out of this historic agreement that Reagan and Gorba… https://t.co/Faa257hnGm"
345,-0.0772,Sun Oct 21 18:16:47 +0000 2018,0.939,0.061,0.0,1,@FoxNews,".@RandPaul: ""I think we really need to discontinue our arms sales to Saudi Arabia and have a long and serious discu… https://t.co/1WIRzbPzwT"
346,-0.7845,Sun Oct 21 18:13:26 +0000 2018,0.723,0.277,0.0,1,@FoxNews,".@RandPaul: ""There's no way 15 people were sent from Saudi Arabia to Turkey to kill a dissident without the approva… https://t.co/hDzgOA2dDI"
347,-0.4404,Sun Oct 21 18:09:06 +0000 2018,0.756,0.244,0.0,1,@FoxNews,Luke Bryan's mother's house reportedly damaged in Hurricane Michael https://t.co/3SNmZIC3Ne
348,0.6633,Sun Oct 21 18:05:42 +0000 2018,0.811,0.0,0.189,1,@FoxNews,"PICTURE PERFECT: Eddie and Edwina, two echidnas of Platypus House, inspected the camera in their pen on Saturday mo… https://t.co/qSBelOl7rW"
349,-0.34,Sun Oct 21 17:50:20 +0000 2018,0.745,0.255,0.0,1,@FoxNews,President @realDonaldTrump criticizes Democrats at rally https://t.co/px1u7hlSat https://t.co/0L8kJwN1nd
350,0.0,Sun Oct 21 17:41:47 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"Central American migrants walking to the U.S. start their day departing Ciudad Hidalgo, Mexico. Despite Mexican eff… https://t.co/rz7WwCOFad"
351,0.0,Sun Oct 21 17:37:15 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Migrants going through Mexico are making their way north to the U.S. border; William La Jeunesse reports… https://t.co/m2giE3DCaV
352,0.0,Sun Oct 21 17:30:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,".@TheFive is hitting the road ahead of #Midterms2018, taking the show to Dallas, Texas! Tune in Monday for #TheFive… https://t.co/vsFQnuqQw2"
353,0.5565,Sun Oct 21 17:26:04 +0000 2018,0.797,0.0,0.203,1,@FoxNews,Jessica Vaughan: “This is not a humanitarian crisis as much as it is a challenge to the sovereignty of borders and… https://t.co/tAkUjb1NKZ
354,0.0,Sun Oct 21 17:22:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Midterm elections 16 days away https://t.co/iSPHQoeCYR https://t.co/iS8QV5xjES
355,-0.2732,Sun Oct 21 17:15:00 +0000 2018,0.851,0.149,0.0,1,@FoxNews,John Jordan: “There’s always risks when you’re talking about nuclear weapons.” https://t.co/ZZK7i75mEK https://t.co/UNTBF2OIxX
356,-0.1027,Sun Oct 21 17:10:00 +0000 2018,0.92,0.08,0.0,1,@FoxNews,Rory Kennedy warns Trump to focus on NASA’s findings on climate change ‘before it’s too late’ https://t.co/BmngJQNmK2
357,0.7351,Sun Oct 21 17:03:50 +0000 2018,0.763,0.0,0.237,1,@FoxNews,"RT @FoxNewsResearch: Longest streaks of positive monthly jobs growth:

[1] 96 (and counting) 
→ Oct 2010 - Sep 2018

[2] 48
→ July 1986 - J…"
358,0.0,Sun Oct 21 17:03:37 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"RT @FoxNewsResearch: Election Spotlight🔦
→ Countdown: 𝟏𝟔 𝐝𝐚𝐲𝐬 to the midterms

🗳️According to Pew, 71% of the more than 29M Latino eligible…"
359,0.0941,Sun Oct 21 16:54:00 +0000 2018,0.853,0.065,0.082,1,@FoxNews,TODAY: Don't miss @RandPaul's exclusive interview on @FoxNewsSunday. Tune in at 2p and 7p ET on Fox News Channel! https://t.co/yLiZD7dxNo
360,0.34,Sun Oct 21 16:50:00 +0000 2018,0.833,0.0,0.167,1,@FoxNews,"On ""Sunday Morning Futures,"" @LindseyGrahamSC shared his thoughts on U.S.-North Korean relations. https://t.co/r4HOg0UrBK"
361,-0.8625,Sun Oct 21 16:45:00 +0000 2018,0.602,0.398,0.0,1,@FoxNews,"Texas death row inmate linked to 1999 murder of college student, Louisiana police say https://t.co/OxgvdAHwST"
362,-0.1027,Sun Oct 21 16:43:00 +0000 2018,0.865,0.135,0.0,1,@FoxNews,.@shadihamid: “It’s hard to take these claims seriously.” https://t.co/hmWlwQNSt2 https://t.co/tuQsupcWNh
363,0.0,Sun Oct 21 16:37:39 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"Prince Harry operates a remote control car with children and Meghan, Duchess of Sussex, at the Invictus Games drivi… https://t.co/El6FI47IiF"
364,0.3612,Sun Oct 21 16:35:00 +0000 2018,0.737,0.0,0.263,1,@FoxNews,Ancient inscription discovery thrills archaeologists in Israel https://t.co/xVeioDo2Bc
365,-0.5994,Sun Oct 21 16:25:00 +0000 2018,0.813,0.187,0.0,1,@FoxNews,"Saudi crown prince is 'gonna have to be replaced' amid 'insulting' explanation for Khashoggi's death, @RandPaul says https://t.co/gZuSqtVHzr"
366,0.0,Sun Oct 21 16:20:57 +0000 2018,1.0,0.0,0.0,1,@FoxNews,"Saudi Foreign Minister Adel al-Jubeir on relationship between U.S. and Saudi Arabia: ""The relationship is a hugely… https://t.co/AlnIJJrzJT"
367,-0.3954,Sun Oct 21 16:18:46 +0000 2018,0.695,0.194,0.111,1,@FoxNews,FOX NEWS EXCLUSIVE: @BretBaier grills Saudi foreign minister over death of US-based columnist in consulate https://t.co/CC8svM0iAb
368,-0.946,Sun Oct 21 16:15:17 +0000 2018,0.495,0.505,0.0,1,@FoxNews,"""This is a terrible mistake, this is a terrible tragedy. Our condolences go out to them. We feel their pain and I w… https://t.co/vZM1DWM8UP"
369,-0.3182,Sun Oct 21 16:09:40 +0000 2018,0.711,0.173,0.116,1,@FoxNews,"Saudi Foreign Minister Adel al-Jubeir on Khashoggi's death: ""There is the presumption of innocence until proven gui… https://t.co/mwMrDOWnkE"
370,-0.3612,Sun Oct 21 16:04:55 +0000 2018,0.751,0.154,0.095,1,@FoxNews,"Saudi Foreign Minister Adel al-Jubeir on Khashoggi's death: ""We are determined to pursue this to the end in order t… https://t.co/dUnbHdfESb"
371,0.0,Sun Oct 21 16:00:33 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Saudi Foreign Minister Adel al-Jubeir: This was an operation that was a rogue operation. https://t.co/ZNhIXzUPC9 https://t.co/jhaZd1gYba
372,0.0941,Sun Oct 21 15:58:00 +0000 2018,0.853,0.065,0.082,1,@FoxNews,TODAY: Don't miss @RepMcSally's exclusive interview on @FoxNewsSunday. Tune in at 2p and 7p ET on Fox News Channel! https://t.co/eEJkZBiQ5E
373,-0.34,Sun Oct 21 15:54:27 +0000 2018,0.87,0.13,0.0,1,@FoxNews,"Saudi Foreign Minister Adel al-Jubeir: ""There obviously was a tremendous mistake made and what compounded the mista… https://t.co/uURRvYmUIz"
374,-0.5574,Sun Oct 21 15:50:31 +0000 2018,0.766,0.176,0.059,1,@FoxNews,"Adel al-Jubeir on investigation into Jamal Khashoggi's death: ""These things take time and you want to be careful.""… https://t.co/6SHO47Ug1Q"
375,0.3818,Sun Oct 21 15:45:45 +0000 2018,0.847,0.0,0.153,1,@FoxNews,"Saudi Foreign Minister Adel al-Jubeir on Jamal Khashoggi: ""We want to make sure that we know what happened and we w… https://t.co/gZ3iAKyl2K"
376,0.7351,Sun Oct 21 15:42:18 +0000 2018,0.735,0.0,0.265,1,@FoxNews,"""We are determined to uncover every stone. We are determined to find out all the facts and we are determined to pun… https://t.co/Wpe60IRMkc"
377,0.0,Sun Oct 21 15:28:11 +0000 2018,1.0,0.0,0.0,1,@FoxNews,Powerball numbers drawn for $470M jackpot https://t.co/iXlrUHI346
378,-0.2263,Sun Oct 21 15:23:00 +0000 2018,0.84,0.16,0.0,1,@FoxNews,Texas Democrat @BetoORourke's Senate campaign sued over unwanted text messages https://t.co/OubGjEccX7
379,-0.8271,Sun Oct 21 15:17:00 +0000 2018,0.633,0.367,0.0,1,@FoxNews,'Losing the Battle of Ideas': @charliekirk11 Says the Left Is Resorting to 'Mob Tactics' With GOP Harassment https://t.co/vOQaAPa2MJ
380,-0.4215,Sun Oct 21 15:11:00 +0000 2018,0.859,0.141,0.0,1,@FoxNews,Arizona GOP Senate candidate @RepMcSally unloads on @RepSinema: 'This is personal .... She was protesting in a pink… https://t.co/31pTjTLg2m
381,-0.6249,Sun Oct 21 15:05:00 +0000 2018,0.814,0.186,0.0,1,@FoxNews,"In a statement released on Sunday, @SecNielsen wrote that “while we closely monitor the caravan crisis, we must rem… https://t.co/eC7jlZ53P6"
382,0.34,Sun Oct 21 14:58:17 +0000 2018,0.882,0.0,0.118,1,@FoxNews,RT @FoxNewsSunday: .@MarthaMcSally on border security: I represent a southern border district 80 miles of the border...and we’ve got 5th ge…
383,-0.2263,Sun Oct 21 14:58:00 +0000 2018,0.853,0.147,0.0,1,@FoxNews,.@LindseyGrahamSC: “These caravans need to be stopped in Mexico.” #SundayFutures @MariaBartiromo https://t.co/hLnt3XiywT
384,-0.7425,Sun Oct 21 14:55:00 +0000 2018,0.69,0.31,0.0,1,@FoxNews,"Trump's 'very dangerous' decision to abandon nuclear accord has 'mankind facing full chaos,' Russia says https://t.co/h2xw3n46P5"
385,-0.5574,Sun Oct 21 14:52:40 +0000 2018,0.841,0.159,0.0,1,@FoxNews,".@LindseyGrahamSC: ""It’s time for somebody to push back against China’s cheating in the trade arena and Trump is do… https://t.co/FoLg2b8qqH"
386,0.0,Sun Oct 21 14:50:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,.@LindseyGrahamSC: “I don’t think it’s credible at all.” https://t.co/ZNhIXzUPC9 #SundayFutures @MariaBartiromo https://t.co/hH3CPZ1fXZ
387,0.0,Sun Oct 21 14:45:00 +0000 2018,1.0,0.0,0.0,1,@FoxNews,.@LindseyGrahamSC: “We would not be talking with North Korea if it were not for Donald Trump’s strength.”… https://t.co/wPt3dd0vnL
388,0.3612,Sun Oct 21 14:40:23 +0000 2018,0.783,0.0,0.217,1,@FoxNews,.@LindseyGrahamSC: “I like President Trump being tough.” #SundayFutures @MariaBartiromo https://t.co/HxbqkX5BsV
389,0.3182,Sun Oct 21 14:35:00 +0000 2018,0.798,0.0,0.202,1,@FoxNews,"Migrant caravan grabs for American Dream, as immigrants forge unique challenge for US, Mexico https://t.co/Sbh8sC1fMM"
